name,category,review.point,price,has_smoke,has_peat,has_sherry,has_vanilla,has_fruit,has_sweet,has_orange,has_fruits,has_toffee,has_spices,has_palate,has_spicy,has_pepper,has_apple,has_ginger,has_citrus,has_wood,has_caramel,has_smoky,has_fruity,has_spice,has_oak,has_honey,has_chocolate
"Tomintoul 27 year old, 40%",Single Malt Scotch,88,175.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Glenrothes, 1985 vintage, 43%",Single Malt Scotch,88,125.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Tomintoul 12 year old Oloroso Sherry Cask Finish, 40%",Single Malt Scotch,88,70.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Springbank 18 year old, 46%",Single Malt Scotch,88,190.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Jewels of Scotland (distilled at Caol Ila), 1984 vintage, 50%",Single Malt Scotch,88,170.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"Benromach 10 year old, 43%",Single Malt Scotch,88,50.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Caol Ila 'Unpeated Style,' 10 year old (2009 Release), 65.8%",Single Malt Scotch,88,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"Cardhu, 1997 vintage, 57.3%",Single Malt Scotch,88,406.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
"Jura Prophecy, 46%",Single Malt Scotch,88,70.0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
"Tomatin, 18 year old, 46%",Single Malt Scotch,88,60.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"GlenDronach 1989 vintage, 19 year old, 58.7%",Single Malt Scotch,88,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Springbank 18 year old, 46%",Single Malt Scotch,88,160.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
"Caol Ila, 25 Year Old, 43%",Single Malt Scotch,88,205.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Balblair 1997, 43%",Single Malt Scotch,88,65.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mackillop’s Choice (distilled at Glenlivet) 1977 vintage 30 year old (Cask #19786), 43% ",Single Malt Scotch,88,180.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenmorangie Finealta, 46%",Single Malt Scotch,88,80.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"Jewels of Scotland (distilled at Dailuaine), 1973 vintage, 31 year old, 50%",Single Malt Scotch,88,200.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"Tomatin, 1982 Vintage (Cask #92), 57%,",Single Malt Scotch,88,553.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Caol Ila 12 year old, 57.6%",Single Malt Scotch,88,79.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Bowmore 10 year old Tempest (Release 2), 56%",Single Malt Scotch,88,100.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"Wemyss Vintage Malt Ginger Compote, 1996, 46%",Blended Malt Scotch Whisky,88,84.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Springbank 14 year old Fino Cask (#265), 55.3%",Single Malt Scotch,88,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Glengoyne 17 year old, 43%",Single Malt Scotch,88,70.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Adelphi (distilled at Glenrothes) 1990 20 year old, 58.6%",Single Malt Scotch,88,124.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Balblair 1989, 43%",Single Malt Scotch,88,130.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chieftain’s Choice (distilled at Rosebank) 20 year old, 54%",Single Malt Scotch,88,170.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"Scotch Malt Whisky Society (50:42) 18 year old, 56.9%",Single Malt Scotch,88,130.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Famous Grouse Celebration, 40%",Blended Malt Scotch Whisky,88,126.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
"The Balvenie 40 year old (Batch #2), 48.5%",Single Malt Scotch,88,3982.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenrothes 1988, 43%",Single Malt Scotch,88,140.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"The Whisky Exchange Elements of Islay Kh1 (distilled at Kilchoman), 59.7%",Single Malt Scotch,88,80.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Wemyss Malts ‘Honey Spice’ (distilled at Bunnahabhain) 1991 (bottled 2011),Single Malt Scotch,88,96.0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Balblair 2001, 46%",Single Malt Scotch,88,53.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glenmorangie 15 year old Nectar d’Or, 46%",Single Malt Scotch,88,62.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ballantine's Christmas Reserve 2011, 40%",Blended Scotch Whisky,88,37.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Lagavulin Distillers Edition 1995, 43%",Single Malt Scotch,88,77.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
"Springbank Rundlets & Kilderkins, 49.4%",Single Malt Scotch,88,89.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glenmorangie Artein, 46%",Single Malt Scotch,88,80.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"The Dalmore Cromartie, 45%",Single Malt Scotch,88,156.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
"BenRiach Authenticus 25 year old, 46%",Single Malt Scotch,88,195.0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Black Grouse Alpha Edition, 40%",Blended Scotch Whisky,88,41.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Double Barrel Ledaig/Bowmore, 46%",Blended Malt Scotch Whisky,88,49.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Auchroisk 30 year old Special Release 2012, 54.7%",Single Malt Scotch,88,359.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Longrow Red, 52.1%",Single Malt Scotch,88,79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Arran ‘The Devil’s Punch Bowl,’ 52.3%",Single Malt Scotch,88,130.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
"Old Pulteney WK499, 52%",Single Malt Scotch,88,55.0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Macallan Sienna, 43%",Single Malt Scotch,88,103.0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Elements of Islay Pl1 (distilled at Bruichladdich, Port Charlotte style), 60%",Single Malt Scotch,88,101.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
"Arran Premium Sherry Single Cask (Cask 1979), 51.1%",Single Malt Scotch,88,130.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"Balblair 1997, 46%",Single Malt Scotch,88,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Glengoyne 18 year old, 43%",Single Malt Scotch,88,109.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Old Pulteney WK217, 46%",Single Malt Scotch,88,62.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Johnnie Walker The Spice Road, 40%",Blended Malt Scotch Whisky,88,43.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grant’s 25 year old, 40%",Blended Scotch Whisky,88,294.0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Dailuaine 16 year old Flora & Fauna, 43%",Single Malt Scotch,88,65.0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"Arran Malt 16 year old, 46%",Single Malt Scotch,88,110.0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"Te Bheag Blended Whisky, 40%",Blended Scotch Whisky,88,40.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duncan Taylor Dimensions Range (distilled at Tormore) 2005, 52.1%",Single Malt Scotch,88,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenrothes Elders’ Reserve, 43%",Single Malt Scotch,88,158.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1
"Glenrothes Manse Reserve, 43%",Single Malt Scotch,88,54.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"The Macallan Coronation (Spanish Oak Cask #190952), 55.7%",Single Malt Scotch,88,567.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
"Wemyss Malts Salted Caramels (distilled at Glen Scotia) 1991, 46%",Single Malt Scotch,88,145.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Berry’s Own Selection (distilled at Jura) 1976, 55.1%",Single Malt Scotch,88,322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Highland Park Ragnvald, 44.6%",Single Malt Scotch,88,539.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Old Pulteney Navigator, 46%",Single Malt Scotch,88,65.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Auchentoshan 1975, 45.6%",Single Malt Scotch,88,820.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"Wemyss Malts Merchant’s Mahogany Chest (distilled at Glen Scotia) 1991, 46%",Single Malt Scotch,88,95.0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Hazelburn Rundlets & Kilderkins 10 year old 3rd release, 50.1%",Single Malt Scotch,88,101.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Springbank 12 year old Cask Strength 2014 release, 52.3%",Single Malt Scotch,88,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Douglas Laing Directors’ Cut (distilled at Rosebank) 21 year old cask #10146, 53.8%",Single Malt Scotch,88,676.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Famous Grouse 40 year old, 47.3%",Blended Malt Scotch Whisky,88,3378.0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Glenfarclas Family Casks 1985 (Cask #2591), 45.4%",Single Malt Scotch,88,480.0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
"Exclusive Malts 2001 (distilled at Bowmore), 58.4%",Single Malt Scotch,88,120.0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
"Master of Malt Darkness! Clynelish 16 year old Oloroso Cask Finish, 54.9%",Single Malt Scotch,88,126.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"Glenglassaugh Massandra Connection 35 year old Madeira Wood Finish, 41.7%",Single Malt Scotch,88,665.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Wemyss Malts (distilled at Glenrothes) 1988 Aromatic Orange Tobacco, 46%",Single Malt Scotch,88,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aultmore 25 year old, 46%",Single Malt Scotch,88,636.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kilkerran Work in Progress 6 Bourbon Matured, 46%",Single Malt Scotch,88,60.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
"Exclusive Malts (distilled at Bunnahabhain) 26 year old 1987 Cask # 2784, 47.8%",Single Malt Scotch,88,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"Clynelish Select Reserve (Diageo Special Release 2014), 54.9%",Single Malt Scotch,88,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Old Pulteney 1990 Vintage, 46%",Single Malt Scotch,88,200.0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Old Pulteney 40 year old, 51.3%",Single Malt Scotch,88,2280.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rosebank 1992 21 year old (Diageo Special Release 2014), 55.3%",Single Malt Scotch,88,500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Compass Box Great King Street Glasgow Blend, 43%",Blended Scotch Whisky,88,45.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"That Boutique-y Whisky Company Blended Whisky #1, 50.3%",Blended Scotch Whisky,88,91.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"The Pearls of Scotland (distilled at North of Scotland) 1971, 43.3%",Blended Malt Scotch Whisky,88,262.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"Storm, 43%",Blended Malt Scotch Whisky,88,40.0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"The Balvenie Single Barrel Traditional Oak 25 year old, 47.8%",Single Malt Scotch,88,599.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
"Douglas Laing Old Particular (distilled at Miltonduff) 20 year old, 51.5%",Single Malt Scotch,88,113.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
"Ben Nevis 15 year old 1998 (Cask #590), 57.3%",Single Malt Scotch,88,140.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
"Label 5 Extra Rare 18 year old, 40%",Blended Scotch Whisky,88,62.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"The Exclusive Malts (distilled at Ben Nevis) 15 year old Highland 1998 (cask #1589), 51.1%",Single Malt Scotch,88,140.0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
"Glenmorangie Tùsail, 46%",Single Malt Scotch,88,111.0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"Highland Park Odin 16 year old, 55.8%",Single Malt Scotch,88,270.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talisker 2003 Amoroso Finish Distillers Edition, 45.8%",Single Malt Scotch,88,81.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BenRiach 10 year old, 43%",Single Malt Scotch,88,50.0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Glenlivet 18 year old, 43%",Single Malt Scotch,88,100.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0
"Douglas Laing Old Particular (distilled at Laphroaig) 14 year old, 48.4%",Single Malt Scotch,88,142.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Johnnie Walker Black Label 12 year old, 40%",Blended Scotch Whisky,88,30.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kilkerran Work in Progress VII – Sherry, 46%",Single Malt Scotch,88,60.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
"The Dalmore Distillery Exclusive 2015, 48%",Single Malt Scotch,88,229.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomatin 36 year old, 46%",Single Malt Scotch,88,780.0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
"Royal Brackla 16 year old, 40%",Single Malt Scotch,88,135.0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"Ballantine’s 17 year old Signature Distillery Editions – Glenburgie, 40%",Blended Scotch Whisky,88,80.0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"Bruichladdich Octomore 7.3, 63%",Single Malt Scotch,88,180.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
"Clynelish Select Reserve (Diageo Special Releases 2015), 56.1%",Single Malt Scotch,88,815.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Dalmore 30 year old, 45%",Single Malt Scotch,88,2260.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Chivas Regal 25 year old, 40%",Blended Scotch Whisky,88,300.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"Benromach 35 year old Heritage Collection, 43%",Single Malt Scotch,88,610.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lagavulin 8 year old, 48%",Single Malt Scotch,88,65.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Ballantine’s 21 year old, 40%",Blended Scotch Whisky,88,139.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bunnahabhain Toiteach, 46%",Single Malt Scotch,88,66.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"Kilchoman Fèis Ìle 2016 bottling (distilled 2007), 56.6%",Single Malt Scotch,88,117.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Glenmorangie Tarlogan, 43%",Single Malt Scotch,88,82.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Glenturret Fly’s 16 Masters Edition,  44%",Single Malt Scotch,88,124.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Hunter Laing Old Malt Cask 1996 (distilled at Arran), 50%",Single Malt Scotch,88,115.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
"The Exclusive Blend 35 year old 1980, 46%",Blended Scotch Whisky,88,200.0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
"Douglas Laing Rock Oyster Cask Strength, 57.4%",Blended Malt Scotch Whisky,88,61.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"House of Hazelwood 18 year old, 40%",Blended Scotch Whisky,88,65.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kilkerran 12 year old, 46%",Single Malt Scotch,88,45.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"BenRiach Pedro Ximenez Sherry Wood Finish 15 year old, 46%",Single Malt Scotch,88,100.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Glenrothes (Vintage Cask #3) 1998 Vintage, 58.3%",Single Malt Scotch,88,110.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"The MacPhail’s Collection 8 year old (distilled at Bunnahabhain), 43%",Single Malt Scotch,88,45.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
"GlenDronach 14 year old Virgin Oak, 46%",Single Malt Scotch,88,90.0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"Loch Lomond 12 year old, 46%",Single Malt Scotch,88,55.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Black Bull 21 year old, 50%",Blended Scotch Whisky,88,160.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Glen Moray 12 year old, 40%",Single Malt Scotch,88,40.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ardbeg Kelpie, 46%",Single Malt Scotch,88,119.0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
"anCnoc Flaughter, 46%",Single Malt Scotch,88,65.0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"Tobermory 21 year old, 53.8%",Single Malt Scotch,88,160.0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bladnoch Talia 25 year old, 49.2%",Single Malt Scotch,88,385.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Classic Cask 23 year old Caribbean Rum Barrels, 43%",Blended Scotch Whisky,88,160.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duncan Taylor 12 year old, 40%",Blended Scotch Whisky,88,25.0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"Exclusive Malts (distilled at Glen Moray) 9 year old, 55.7%",Single Malt Scotch,88,85.0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"Exclusive Malts (distilled at Clynelish) 21 year old, 52.5%",Single Malt Scotch,88,265.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jura 10 year old, 40%",Single Malt Scotch,88,55.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"The Balvenie Peat Week 14 year old (2002 Vintage), 48.3%",Single Malt Scotch,88,99.0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
"Convalmore 32 year old (Diageo Special Releases 2017), 48.2%",Single Malt Scotch,88,1400.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1
"Caol Ila 18 year old (Diageo Special Releases 2017), 59.8%",Single Malt Scotch,88,100.0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"Carlyle, 40%",Single Malt Scotch,88,13.0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
" Big Peat Christmas Edition 2017, 54.1%",Blended Malt Scotch Whisky,88,70.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"J. Mossman Gold Crown 12 year old, 40%",Blended Scotch Whisky,88,43.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"Chapter 7 2008 (distilled at Allt-a-Bhainne) 9 year old, 60.7%",Single Malt Scotch,88,65.0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"Chapter 7 2008 (distilled at Aultmore) 9 year old, 62.2%",Single Malt Scotch,88,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bunnahabhain Pedro Ximénez Cask Finish 15 year old, 54.3%",Single Malt Scotch,88,99.0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"Kilchoman Red Wine Cask Matured, 50%",Single Malt Scotch,88,125.0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
"Exclusive Malts 2005 Ledaig (distilled at Tobermory) 11 year old, 57.6%",Single Malt Scotch,88,100.0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Johnnie Walker Black Label The Director’s Cut, 49%",Blended Scotch Whisky,88,80.0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Moon Harbour Pier #2 Peated Edition, 47.1%",Blended Scotch Whisky,88,70.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Aberlour 16 year old, 40%",Single Malt Scotch,88,80.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"The Macallan Classic Cut (2017 Edition), 58.4%",Single Malt Scotch,88,89.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"That Boutique-y Whisky Company (distilled at Cragganmore) 26 year old, 50.2%",Single Malt Scotch,88,220.0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"Exclusive Malts (distilled at Macduff) 2006 11 year old, 53.4%",Single Malt Scotch,88,105.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Old Pulteney 25 year old, 46%",Single Malt Scotch,88,600.0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
