name,category,review.point,price,has_smoke,has_peat,has_sherry,has_vanilla,has_fruit,has_sweet,has_orange,has_fruits,has_toffee,has_spices,has_palate,has_spicy,has_pepper,has_apple,has_ginger,has_citrus,has_wood,has_caramel,has_smoky,has_fruity,has_spice,has_oak,has_honey,has_chocolate
"Gordon & MacPhail 125th Anniversary 1975 (Glencraig, Distilled at Glenburgie; Cask No. 9686), 54.2%",Single Malt Scotch,91,2500.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
"Mortlach 21 year old (Diageo Special Releases 2020), 56.9%",Single Malt Scotch,91,755.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Dalwhinnie 30 year old (Diageo Special Releases 2020), 51.9%",Single Malt Scotch,91,722.0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"Dalmore 12 year old Sherry Cask Select, 43%",Single Malt Scotch,91,80.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Blackadder 9 year old Raw Cask Smoking Islay, 59.4%",Blended Malt Scotch Whisky,91,150.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Single Malts of Scotland 10 year old Clynelish Single Cask (Distilled in 2010; Cask No. 700051), 57.4%",Single Malt Scotch,91,130.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
"Single Malts of Scotland 20 year old Ardbeg Single Cask (Distilled in 2001; Cask No. 1-93), 51.8%",Single Malt Scotch,91,600.0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"King's Crest, 25 year old, 40%",Blended Scotch Whisky,90,125.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"Murray McDavid (Distilled at Ardbeg) 1990, 8 year old, 46%",Single Malt Scotch,90,65.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
"Auchentoshan 18 year old, 55.8%",Single Malt Scotch,90,100.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Auchentoshan 36 year old 1966 Vintage, 49.4%",Single Malt Scotch,90,120.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"The Balvenie 30 year old, 47.3%",Single Malt Scotch,90,550.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"BenRiach 30 year old 1976 vintage (Cask #4469), 55.5%",Single Malt Scotch,90,400.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"Bowmore 34 year old 1971 vintage, 51%",Single Malt Scotch,90,800.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bowmore 15 year old Darkest, 43%",Single Malt Scotch,90,65.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Signatory (distilled at Brora), 24 year old, 1981 vintage, Cask # 06/656, 60.1%",Single Malt Scotch,90,225.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"Bruichladdich 15 year old 2nd Edition, 46%",Single Malt Scotch,90,80.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"Bruichladdich 3D The Big Peat, 50%",Single Malt Scotch,90,65.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bruichladdich 1973 vintage, 40.2%",Single Malt Scotch,90,285.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Duncan Taylor (distilled at Bruichladdich) 34 year old 1969 Vintage, 46%",Single Malt Scotch,90,234.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Duncan Taylor (distilled at Bunnahabhain) 36 year old 1967 vintage, 40.2%",Single Malt Scotch,90,160.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Bunnahabhain 25 year old, 43%",Single Malt Scotch,90,265.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
"Signatory (distilled at Bunnahabhain) cask #2540 27 year old 1978 vintage, 54.4%",Single Malt Scotch,90,200.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Adelphi (distilled at Clynelish), 1989, 10 year old, 61.5%",Single Malt Scotch,90,85.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cragganmore 10 year old, 60.1%",Single Malt Scotch,90,125.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Signatory 'Unchillfiltered' (distilled at Cragganmore), 15 year old, 1989 vintage, 46%",Single Malt Scotch,90,59.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mackillop's Choice (distilled at Glenlivet) 27 year old 1977 vintage, 43%",Single Malt Scotch,90,125.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenlivet Nàdurra 16 year old, 57.2%",Single Malt Scotch,90,60.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Glenlivet French Oak 12 year old, 40%",Single Malt Scotch,90,36.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Duncan Taylor (distilled at Glenlivet) 1968 Vintage 35 year old, 43.1%",Single Malt Scotch,90,155.0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Glenmorangie Margaux Cask Finish 18 year old 1987 Vintage, 46%",Single Malt Scotch,90,450.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Glenmorangie 1981 Sauternes Wood Finish, 46%",Single Malt Scotch,90,300.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Glenrothes, 1987, 43%",Single Malt Scotch,90,53.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"The Glenrothes, 1979 Vintage, 43%",Single Malt Scotch,90,70.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Highland Park 15 year old, 43%",Single Malt Scotch,90,60.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"The Macallan 1861 Replica, 42.7%",Single Malt Scotch,90,180.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Port Ellen, 1979 vintage, 28 year old, 53.8%",Single Malt Scotch,90,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Peerless (distilled at Strathisla) 1967, 35 year old, 48.8%",Single Malt Scotch,90,160.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"Talisker Distillers Edition, 1992 vintage, 45.6%",Single Malt Scotch,90,65.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Duncan Taylor (distilled at Tamdhu), Cask # 7313, 34 year old, 1969 vintage, 40.2%",Single Malt Scotch,90,250.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tomintoul Stillman's Dram 33 year old, 45%",Single Malt Scotch,90,230.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1
"Ardmore 30 year old, 53.7%",Single Malt Scotch,90,450.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
"Arran Madeira Wine Cask Finish (2008 Limited Edition), 50%",Single Malt Scotch,90,75.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Balvenie Madeira Cask 17 year old, 43%",Single Malt Scotch,90,120.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"Glenmorangie Sonnalta PX, 46%",Single Malt Scotch,90,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Laphroaig 18 year old, 48%",Single Malt Scotch,90,90.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Gordon & MacPhail (distilled at Glen Grant), 1966, 41 year old, 49.4%",Single Malt Scotch,90,512.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Old Malt Cask (distilled at Port Ellen), 25 year old, 54.7%",Single Malt Scotch,90,256.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lagavulin 12 year old (Diageo Special Releases 2009), 57.9%",Single Malt Scotch,90,75.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Signatory (distilled at Port Ellen), 1982 vintage, 26 year old (Cask # 1202), 54.1%",Single Malt Scotch,90,275.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kilchoman, Autumn 2009 release, 46%",Single Malt Scotch,90,76.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ardbeg Supernova (2010 Release), 60.1%",Single Malt Scotch,90,130.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
"Laphroaig Triple Wood, 48%",Single Malt Scotch,90,100.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"GlenDronach 1990 vintage 20 year old Oloroso (cask 2621), 57.9%",Single Malt Scotch,90,125.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"A. D. Rattray 18 year old (Cask #2075, distilled at Bowmore), 53.5%",Single Malt Scotch,90,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Glenglassaugh, 26 year old, 46%",Single Malt Scotch,90,260.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Glengoyne Christmas Cask, 60.6%",Single Malt Scotch,90,155.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"The Macallan Easter Elchies, 52.3%",Single Malt Scotch,90,185.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Talisker 30 year old, 57.3%",Single Malt Scotch,90,349.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Port Charlotte PC7 7 year old (Cask #1215), 63.4%",Single Malt Scotch,90,120.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"Gordon & MacPhail Generations: Glenlivet 70 year old, 45.9%",Single Malt Scotch,90,21000.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gordon & MacPhail Private Collection: Glenlivet Decades 1963, 40.6%",Single Malt Scotch,90,1230.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fettercairn Fior, 42%",Single Malt Scotch,90,59.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Berry Bros. & Rudd, distilled at Balmenach, 1979, 56.3%",Single Malt Scotch,90,232.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Benromach 30 year old, 43%",Single Malt Scotch,90,240.0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
"Strathisla 16 year old, 55.3%",Single Malt Scotch,90,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Bruichladdich 10 year old, 46%",Single Malt Scotch,90,57.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Duncan Taylor (distilled at Springbank) 13 year old, 46%",Single Malt Scotch,90,100.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berry Brothers & Rudd (distilled at Glen Grant) 1972 37 year old, 51.8%",Single Malt Scotch,90,289.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Duncan Taylor Peerless (distilled at Glenrothes) 1969 41 year old, 44.2%",Single Malt Scotch,90,330.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Gordon & MacPhail 41 year old 1970 (distilled at Macallan), 43%",Single Malt Scotch,90,700.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glenglassaugh 35 Year Old The Chosen Few, 49.6%",Single Malt Scotch,90,471.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Johnnie Walker Double Black, 40%",Blended Scotch Whisky,90,40.0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Highland Park 12 Year Old, 40%",Single Malt Scotch,90,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glen Garioch 1986, 54.6%",Single Malt Scotch,90,185.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Compass Box Last Vatted Malt, 53.7%",Blended Malt Scotch Whisky,90,287.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"Glenfarclas Family Cask 1971 (Cask #3546), 51.1%",Single Malt Scotch,90,540.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Glenfarclas Family Cask 1996 (Cask #1306), 55.6%",Single Malt Scotch,90,270.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Talisker 10 year old, 45.8%",Single Malt Scotch,90,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Highland Park Thor 16 year old, 52.1%",Single Malt Scotch,90,200.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royal Salute 21 year old, 40%",Blended Scotch Whisky,90,170.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caol Ila 12 year old Feis Ile bottling 2012, 60.4%",Single Malt Scotch,90,133.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"The Dalmore 1979 33 year old, 48.5%",Single Malt Scotch,90,8000.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Clan Denny Islay, 46%",Blended Malt Scotch Whisky,90,45.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"The Balvenie Tun 1401 (Batch #5), 50.1%",Single Malt Scotch,90,250.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"The Dalmore Ceti 30 year old, 45%",Single Malt Scotch,90,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Duncan Taylor The Big Smoke 60, 60%",Blended Malt Scotch Whisky,90,85.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Big Peat, 46%",Blended Malt Scotch Whisky,90,55.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Adelphi 14 year old 1997 (distilled at Macallan), 51.6%",Single Malt Scotch,90,117.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"The Macallan Ruby, 43%",Single Malt Scotch,90,187.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"Adelphi 12 year old 2000 vintage  (distilled at Bowmore), 56.1%",Single Malt Scotch,90,92.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Glenmorangie Ealanta Private Edition, 46%",Single Malt Scotch,90,119.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jura 1977 Vintage, 46%",Single Malt Scotch,90,900.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
"Glen Garioch Cask #992 14 year old 1998, 54.6%",Single Malt Scotch,90,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutty Sark Prohibition, 50%",Blended Scotch Whisky,90,30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"Glen Grant Five Decades, 46%",Single Malt Scotch,90,177.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"Adelphi (distilled at Mortlach) 25 year old, 59.4%",Single Malt Scotch,90,157.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"The Balvenie Tun 1401 (Batch #9), 49.3%",Single Malt Scotch,90,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenrothes Minister’s Reserve, 43%",Single Malt Scotch,90,188.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruichladdich Islay Barley 2007 6 year old, 50%",Single Malt Scotch,90,72.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bowmore Devil’s Casks 10 year old, 56.9%",Single Malt Scotch,90,90.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Compass Box Delilah's, 40%",Blended Scotch Whisky,90,65.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
"Blue Hanger 9th Release, 45.6%",Blended Malt Scotch Whisky,90,115.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1
"Convalmore 36 year old, 58%",Single Malt Scotch,90,936.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Dalmore 25 year old, 42%",Single Malt Scotch,90,975.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Glenglassaugh 40 year old, 42.5%",Single Malt Scotch,90,2000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"BenRiach Septendecim 17 year old, 46%",Single Malt Scotch,90,80.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Mortlach Rare Old, 43.4%",Single Malt Scotch,90,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mortlach Special Strength, 49%",Single Malt Scotch,90,127.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Springbank 21 year old 2014 release, 46%",Single Malt Scotch,90,307.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Glenmorangie Companta, 46%",Single Malt Scotch,90,99.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glen Deveron 30 year old, 40%",Single Malt Scotch,90,422.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Glenfarclas Family Casks 1990 (Cask #1362), 51.4%",Single Malt Scotch,90,379.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bowmore 15 year old Laimrig, 53.7%",Single Malt Scotch,90,118.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glengoyne 25 year old, 48%",Single Malt Scotch,90,421.0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"The Lost Distilleries Blend (Batch Four), 50.9%",Blended Scotch Whisky,90,587.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
"Adelphi (distilled at Mortlach) 26 year old, 58.6%",Single Malt Scotch,90,295.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craigellachie 13 year old, 46%",Single Malt Scotch,90,53.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caol Ila 30 year old (Diageo Special Release 2014), 55.1%",Single Malt Scotch,90,700.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Port Charlotte Islay Barley 2008, 50%",Single Malt Scotch,90,87.0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Scotch Malt Whisky Society Berber Whiskey With a Hint of Smoke 53.199 12 year old, 57.5%",Single Malt Scotch,90,130.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Compass Box The Lost Blend, 46%",Blended Malt Scotch Whisky,90,120.0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"The Pearls of Scotland (distilled at Invergordon) 1972, 43.4%",Blended Malt Scotch Whisky,90,246.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Douglas Laing Provenance (distilled at Glenrothes) 10 year old, 46%",Single Malt Scotch,90,104.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cutty Sark Art Deco Limited Edition 33 year old, 41.7%",Blended Scotch Whisky,90,989.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
"SIA, 43%",Blended Scotch Whisky,90,50.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Big Peat Christmas Edition 2014, 55.7%",Blended Malt Scotch Whisky,90,70.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Douglas Laing Old Particular (distilled at Glenrothes) 17 year old, 48.4%",Single Malt Scotch,90,117.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tamdhu Batch Strength, 58.8%",Single Malt Scotch,90,88.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ardbeg Perpetuum, 47.4%",Single Malt Scotch,90,100.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Exclusive Malts (distilled at Glen Garioch) 20 year old 1994 (cask #15), 56.6%",Single Malt Scotch,90,160.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Douglas Laing Old Particular (distilled at Miltonduff) 22 year old, 51.5%",Single Malt Scotch,90,127.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Glenfarclas 17 year old, 43%",Single Malt Scotch,90,99.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Compass Box The Peat Monster, 46%",Blended Scotch Whisky,90,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Grant Rare Cask Reserves Blended Reserve 26 year old, 42%",Blended Malt Scotch Whisky,90,399.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Scallywag Cask Strength, 53.6%",Blended Malt Scotch Whisky,90,76.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"The Balvenie DCS Compendium 1st Chapter 1968 46 year old (Cask# 7293), 45.9%",Single Malt Scotch,90,27620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Laphroaig 32 year old, 46.5%",Single Malt Scotch,90,1500.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ballantine’s Limited, 43%",Blended Scotch Whisky,90,229.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Glenfarclas 50 year old, 41.1%",Single Malt Scotch,90,2339.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Lagavulin 18 year old Fèis Ìle (2016 Release), 49.5%",Single Malt Scotch,90,162.0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"House of Hazelwood 25 year old, 40%",Blended Scotch Whisky,90,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Longmorn 16 year old, 48%",Single Malt Scotch,90,125.0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"The Macallan 12 year old Double Cask, 40%",Single Malt Scotch,90,65.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Macallan Edition No. 2, 48.2%",Single Malt Scotch,90,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tomintoul 25 year old, 43%",Single Malt Scotch,90,415.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"Bruichladdich Octomore 10 Second Limited Edition, 57.3%",Single Malt Scotch,90,235.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Port Charlotte 10 Second Limited Edition, 50%",Single Malt Scotch,90,70.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Loch Lomond 18 year old, 46%",Single Malt Scotch,90,99.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Highland Park Fire, 45.2%",Single Malt Scotch,90,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Lost Distillery Company Classic Selection Towiemore, 43%",Blended Malt Scotch Whisky,90,43.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tweeddale Last Centennial, 52.2%",Blended Malt Scotch Whisky,90,190.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
